PassengerId,Survived,Name,Sex,Age,SibSp,Parch,Fare,Embarked
718,1,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,10.5,S
719,0,"McEvoy, Mr. Michael",male,0.0,0,0,15.5,Q
720,0,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,7.773,S
721,1,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,33.0,S
722,0,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,7.055,S
723,0,"Gillespie, Mr. William Henry",male,34.0,0,0,13.0,S
724,0,"Hodges, Mr. Henry Price",male,50.0,0,0,13.0,S
725,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,53.1,S
726,0,"Oreskovic, Mr. Luka",male,20.0,0,0,8.664,S
727,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,21.0,S
728,1,"Mannion, Miss. Margareth",female,0.0,0,0,7.74,Q
729,0,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,26.0,S
730,0,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,7.926,S
731,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,211.4,S
732,0,"Hassan, Mr. Houssein G N",male,11.0,0,0,18.78,C
733,0,"Knight, Mr. Robert J",male,0.0,0,0,0.0,S
734,0,"Berriman, Mr. William John",male,23.0,0,0,13.0,S
735,0,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,13.0,S
736,0,"Williams, Mr. Leslie",male,28.5,0,0,16.1,S
737,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,34.38,S
738,1,"Lesurer, Mr. Gustave J",male,35.0,0,0,512.5,C
739,0,"Ivanoff, Mr. Kanio",male,0.0,0,0,7.895,S
740,0,"Nankoff, Mr. Minko",male,0.0,0,0,7.895,S
741,1,"Hawksford, Mr. Walter James",male,0.0,0,0,30.0,S
742,0,"Cavendish, Mr. Tyrell William",male,36.0,1,0,78.9,S
743,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,262.5,C
744,0,"McNamee, Mr. Neal",male,24.0,1,0,16.1,S
745,1,"Stranden, Mr. Juho",male,31.0,0,0,7.926,S
746,0,"Crosby, Capt. Edward Gifford",male,70.0,1,1,71.0,S
747,0,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,20.25,S
748,1,"Sinkkonen, Miss. Anna",female,30.0,0,0,13.0,S
749,0,"Marvin, Mr. Daniel Warner",male,19.0,1,0,53.1,S
750,0,"Connaghton, Mr. Michael",male,31.0,0,0,7.75,Q
751,1,"Wells, Miss. Joan",female,4.0,1,1,23.0,S
752,1,"Moor, Master. Meier",male,6.0,0,1,12.48,S
753,0,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,9.5,S
754,0,"Jonkoff, Mr. Lalio",male,23.0,0,0,7.895,S
755,1,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,65.0,S
756,1,"Hamalainen, Master. Viljo",male,0.67,1,1,14.5,S
757,0,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,7.797,S
758,0,"Bailey, Mr. Percy Andrew",male,18.0,0,0,11.5,S
759,0,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,8.05,S
760,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,86.5,S
761,0,"Garfirth, Mr. John",male,0.0,0,0,14.5,S
762,0,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,7.125,S
763,1,"Barah, Mr. Hanna Assi",male,20.0,0,0,7.23,C
764,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,120.0,S
765,0,"Eklund, Mr. Hans Linus",male,16.0,0,0,7.773,S
766,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,77.94,S
767,0,"Brewe, Dr. Arthur Jackson",male,0.0,0,0,39.6,C
768,0,"Mangan, Miss. Mary",female,30.5,0,0,7.75,Q
769,0,"Moran, Mr. Daniel J",male,0.0,1,0,24.16,Q
770,0,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8.36,S
771,0,"Lievens, Mr. Rene Aime",male,24.0,0,0,9.5,S
772,0,"Jensen, Mr. Niels Peder",male,48.0,0,0,7.855,S
773,0,"Mack, Mrs. (Mary)",female,57.0,0,0,10.5,S
774,0,"Elias, Mr. Dibo",male,0.0,0,0,7.227,C
775,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,23.0,S
776,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,7.75,S
777,0,"Tobin, Mr. Roger",male,0.0,0,0,7.75,Q
778,1,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,12.48,S
779,0,"Kilgannon, Mr. Thomas J",male,0.0,0,0,7.74,Q
780,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,211.4,S
781,1,"Ayoub, Miss. Banoura",female,13.0,0,0,7.23,C
782,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1,0,57.0,S
783,0,"Long, Mr. Milton Clyde",male,29.0,0,0,30.0,S
784,0,"Johnston, Mr. Andrew G",male,0.0,1,2,23.45,S
785,0,"Ali, Mr. William",male,25.0,0,0,7.05,S
786,0,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,7.25,S
787,1,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,7.496,S
788,0,"Rice, Master. George Hugh",male,8.0,4,1,29.12,Q
789,1,"Dean, Master. Bertram Vere",male,1.0,1,2,20.58,S
790,0,"Guggenheim, Mr. Benjamin",male,46.0,0,0,79.2,C
791,0,"Keane, Mr. Andrew ""Andy""",male,0.0,0,0,7.75,Q
792,0,"Gaskell, Mr. Alfred",male,16.0,0,0,26.0,S
793,0,"Sage, Miss. Stella Anna",female,0.0,8,2,69.56,S
794,0,"Hoyt, Mr. William Fisher",male,0.0,0,0,30.7,C
795,0,"Dantcheff, Mr. Ristiu",male,25.0,0,0,7.895,S
796,0,"Otter, Mr. Richard",male,39.0,0,0,13.0,S
797,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,25.92,S
798,1,"Osman, Mrs. Mara",female,31.0,0,0,8.68,S
799,0,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0,0,7.23,C
800,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,24.16,S
801,0,"Ponesell, Mr. Martin",male,34.0,0,0,13.0,S
802,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,26.25,S
803,1,"Carter, Master. William Thornton II",male,11.0,1,2,120.0,S
804,1,"Thomas, Master. Assad Alexander",male,0.42,0,1,8.516,C
805,1,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,6.977,S
806,0,"Johansson, Mr. Karl Johan",male,31.0,0,0,7.773,S
807,0,"Andrews, Mr. Thomas Jr",male,39.0,0,0,0.0,S
808,0,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,7.773,S
809,0,"Meyer, Mr. August",male,39.0,0,0,13.0,S
810,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,53.1,S
811,0,"Alexander, Mr. William",male,26.0,0,0,7.887,S
812,0,"Lester, Mr. James",male,39.0,0,0,24.16,S
813,0,"Slemen, Mr. Richard James",male,35.0,0,0,10.5,S
814,0,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,31.28,S
815,0,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,8.05,S
816,0,"Fry, Mr. Richard",male,0.0,0,0,0.0,S
817,0,"Heininen, Miss. Wendla Maria",female,23.0,0,0,7.926,S
818,0,"Mallet, Mr. Albert",male,31.0,1,1,37.0,C
819,0,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,6.45,S
820,0,"Skoog, Master. Karl Thorsten",male,10.0,3,2,27.9,S
821,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,93.5,S
822,1,"Lulic, Mr. Nikola",male,27.0,0,0,8.664,S
823,0,"Reuchlin, Jonkheer. John George",male,38.0,0,0,0.0,S
824,1,"Moor, Mrs. (Beila)",female,27.0,0,1,12.48,S
825,0,"Panula, Master. Urho Abraham",male,2.0,4,1,39.7,S
826,0,"Flynn, Mr. John",male,0.0,0,0,6.95,Q
827,0,"Lam, Mr. Len",male,0.0,0,0,56.5,S
828,1,"Mallet, Master. Andre",male,1.0,0,2,37.0,C
829,1,"McCormack, Mr. Thomas Joseph",male,0.0,0,0,7.75,Q
831,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,14.45,C
832,1,"Richards, Master. George Sibley",male,0.83,1,1,18.75,S
833,0,"Saad, Mr. Amin",male,0.0,0,0,7.23,C
834,0,"Augustsson, Mr. Albert",male,23.0,0,0,7.855,S
835,0,"Allum, Mr. Owen George",male,18.0,0,0,8.3,S
836,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,83.2,C
837,0,"Pasic, Mr. Jakob",male,21.0,0,0,8.664,S
838,0,"Sirota, Mr. Maurice",male,0.0,0,0,8.05,S
839,1,"Chip, Mr. Chang",male,32.0,0,0,56.5,S
840,1,"Marechal, Mr. Pierre",male,0.0,0,0,29.7,C
841,0,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,7.926,S
842,0,"Mudd, Mr. Thomas Charles",male,16.0,0,0,10.5,S
843,1,"Serepeca, Miss. Augusta",female,30.0,0,0,31.0,C
844,0,"Lemberopolous, Mr. Peter L",male,34.5,0,0,6.438,C
845,0,"Culumovic, Mr. Jeso",male,17.0,0,0,8.664,S
846,0,"Abbing, Mr. Anthony",male,42.0,0,0,7.55,S
847,0,"Sage, Mr. Douglas Bullen",male,0.0,8,2,69.56,S
848,0,"Markoff, Mr. Marin",male,35.0,0,0,7.895,C
849,0,"Harper, Rev. John",male,28.0,0,1,33.0,S
850,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,0.0,1,0,89.1,C
851,0,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,31.28,S
852,0,"Svensson, Mr. Johan",male,74.0,0,0,7.773,S
853,0,"Boulos, Miss. Nourelain",female,9.0,1,1,15.24,C
854,1,"Lines, Miss. Mary Conover",female,16.0,0,1,39.4,S
855,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,26.0,S
856,1,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,9.35,S
857,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,164.9,S
858,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,26.55,S
859,1,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,19.27,C
860,0,"Razi, Mr. Raihed",male,0.0,0,0,7.23,C
861,0,"Hansen, Mr. Claus Peter",male,41.0,2,0,14.11,S
862,0,"Giles, Mr. Frederick Edward",male,21.0,1,0,11.5,S
863,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,25.92,S
864,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,0.0,8,2,69.56,S
865,0,"Gill, Mr. John William",male,24.0,0,0,13.0,S
866,1,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,13.0,S
867,1,"Duran y More, Miss. Asuncion",female,27.0,1,0,13.86,C
868,0,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,50.5,S
869,0,"van Melkebeke, Mr. Philemon",male,0.0,0,0,9.5,S
870,1,"Johnson, Master. Harold Theodor",male,4.0,1,1,11.13,S
871,0,"Balkic, Mr. Cerin",male,26.0,0,0,7.895,S
872,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,52.56,S
873,0,"Carlsson, Mr. Frans Olof",male,33.0,0,0,5.0,S
874,0,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,9.0,S
875,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,24.0,C
876,1,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,7.227,C
877,0,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,9.84,S
878,0,"Petroff, Mr. Nedelio",male,19.0,0,0,7.895,S
879,0,"Laleff, Mr. Kristo",male,0.0,0,0,7.895,S
880,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,83.2,C
881,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,26.0,S
882,0,"Markun, Mr. Johann",male,33.0,0,0,7.895,S
883,0,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,10.516,S
884,0,"Banfield, Mr. Frederick James",male,28.0,0,0,10.5,S
885,0,"Sutehall, Mr. Henry Jr",male,25.0,0,0,7.05,S
886,0,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,29.12,Q
887,0,"Montvila, Rev. Juozas",male,27.0,0,0,13.0,S
888,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,30.0,S
889,0,"Johnston, Miss. Catherine Helen ""Carrie""",female,0.0,1,2,23.45,S
890,1,"Behr, Mr. Karl Howell",male,26.0,0,0,30.0,C
891,0,"Dooley, Mr. Patrick",male,32.0,0,0,7.75,Q
